"x","y","ymin","ymax","se"
33,27.452754455804,25.817540659792,29.0879682518159,0.834308083674153
34,27.3240849564493,25.6980553535179,28.9501145593807,0.829622184773462
35,27.1957726983662,25.5792988655229,28.8122465312095,0.824746702283228
36,27.0677381603545,25.4605100357784,28.6749662849307,0.82002941750652
37,26.9398909543374,25.341020875856,28.5387610328187,0.815765029915379
38,26.8121406922377,25.2204813442705,28.403800040205,0.812086018172804
39,26.6843969859787,25.0988385155601,28.2699554563973,0.808973268348442
40,26.5565708825498,24.9761881600628,28.1369536050368,0.806332532104107
41,26.4286595329286,24.8524004435802,28.0049186222771,0.804228598985392
42,26.3007935492746,24.7269829825086,27.8746041160405,0.802979329814196
43,26.1731150242787,24.5994930876066,27.7467369609508,0.802883088201948
44,26.045766050632,24.4697282118834,27.6218038893806,0.804115713951962
45,25.9188887210256,24.3377542598858,27.5000231821655,0.80671607928085
46,25.7926250526429,24.2037856734534,27.3814644318325,0.810647232154315
47,25.6670709935306,24.0677659764464,27.2663760106147,0.815986941443439
48,25.5421982438114,23.9290267660222,27.1553697216006,0.823061796295071
49,25.4179577673058,23.7870007284737,27.0489148061379,0.832136228878128
50,25.2943005278339,23.6414541813313,26.9471468743365,0.84330444821438
51,25.171177489216,23.4923766807288,26.8499782977031,0.856546763986118
52,25.0485177337,23.3395966447311,26.7574388226689,0.871914536414251
53,24.9260270581433,23.1824303234802,26.6696237928064,0.889606517474997
54,24.8034346847508,23.0207920643566,26.586077305145,0.909528253812552
55,24.6807109865157,22.8546789075468,26.5067430654846,0.931666139466036
56,24.5578472287535,22.6838495111232,26.4318449463838,0.956138853781061
57,24.4348346767798,22.5079952379885,26.3616741155711,0.983099411004484
58,24.31166459591,22.3268691945062,26.2964599973138,1.01266932303838
59,24.1883282514595,22.1403645528033,26.2362919501156,1.04489863834755
60,24.0648169087438,21.9485469128261,26.1810869046616,1.07974943040312
61,23.9411218330785,21.7516474612654,26.1305962048916,1.1170992880907
62,23.8172342897789,21.5500250636218,26.084443515936,1.15676065684909
63,23.6931462547954,21.3440944748622,26.0421980347286,1.19851782913472
64,23.5688603372808,21.1340859326441,26.0036347419175,1.24225466582135
65,23.4443873318482,20.9200112927787,25.9687633709178,1.28797062547145
66,23.3197382436694,20.7018061391998,25.937670348139,1.33570418901546
67,23.1949240779159,20.4793682879442,25.9104798678875,1.38551310707319
