country,long,lat,authors,updated long,updated lat,Error
USA,-94.84,37.49,"Joachimski, M.M.; von Bitter, P.H., Buggisch, W., 2006",NA,NA,0
USA,-97.77,32.75,"Joachimski, M.M., Lance L. Lambert, 2015",NA,NA,0
USA,-79.53,40.8,"Joachimski, M.M., Lance L. Lambert, 2015",NA,NA,0
USA,-84.74,40.05,"Joachimski, M.M., Lance L. Lambert, 2015",NA,NA,0
USA,-93.7,41.7,"Joachimski, M.M., Lance L. Lambert, 2015",NA,NA,0
USA,-95.08,37.11,"Joachimski, M.M., Lance L. Lambert, 2015",NA,NA,0
USA,-98.2,32.57,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-95.82,35.87,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-97.85,32.76,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-96.5,34.5,"Veizer J., Fritz, P. and Jones, B., 1986",NA,NA,0
USA,-97.93,32.62,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-97.97,32.56,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,88.8,37.55,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,1
USA,-94.19,36.01,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,0
USA,-94.17,35.89,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,0
USA,-95.16,35.56,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-94.9,35.79,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-95.17,35.55,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-114.74,36.72,"Brand, U., and Brenckle, P., 2001",NA,NA,0
USA,-114.74,36.72,"Brand, U., 2004",NA,NA,0
USA,-114.78,36.74,"Roark, A., Flake, R., Grossman, E. L., Olszewski, T., Lebold, J., Thomas, D., Marcantonio, F., Miller, B., Raymond, A., and Yancey, T., 2017",NA,NA,0
USA,-89.03,37.52,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,0
USA,-84.69,37.48,"Roark, A., Flake, R., Grossman, E. L., Olszewski, T., Lebold, J., Thomas, D., Marcantonio, F., Miller, B., Raymond, A., and Yancey, T., 2017",NA,NA,0
USA,-88.96,37.48,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,0
USA,-88.69,37.47,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-88.58,37.48,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,0
USA,-113.67,39.26,"Buggisch W. MM Joachimski. G Sevastopulo. JR Morrow, 2008",NA,NA,0
USA,-96.6,34.2,"Lowenstam, H.A., 1961",NA,NA,0
USA,-94.17,35.91,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,0
USA,-95.22,36.44,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,0
USA,-88.69,37.46,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-86.42,39.32,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-90.08,38.13,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-92.62,41.36,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-92.26,41.37,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-91.49,40.49,"Brand, U., and Veizer, J., 1981",NA,NA,0
USA,-96.5,34.7,"Veizer J., Fritz, P. and Jones, B., 1986",NA,NA,0
USA,-90.19,38.44,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-90.42,38.69,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-90.4,38.49,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-90.43,38.46,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-87.21,39.45,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-99.16,30.99,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-86.32,39.42,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-90.53,38.45,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-110.79,47.1,"Wallace ZA and M Elrick, 2014",NA,NA,0
USA,-110.97,45.97,"Wallace ZA and M Elrick, 2014",NA,NA,0
USA,-110.82,47.11,"Wallace ZA and M Elrick, 2014",NA,NA,0
USA,-94.18,42.74,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,0
USA,-94.48,42.75,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-94.45,42.75,"Grossman, E.L., Yancey, T.E., Jones, T.E., Bruckschen, P., Chuvashov, B., Mazzullo, S., and Mii, H.-S., 2008",NA,NA,0
USA,-91.99,41.76,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-91.13,40.13,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-105.88,32.84,"Stanton, R.J., Jeffery, D.L., and Ahr, W.M., 2002",NA,NA,0
USA,-90.62,38.56,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-90.71,39.23,"Mii, H.-S., Grossman, E.L., and Yancey, T.E., 1999",NA,NA,0
USA,-91.41,39.69,"Brand, U., Legrand-Blian, M., and Streel, M., 2004",NA,NA,0
USA,-116.08,39.6,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-36.94,-30.53,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,1
USA,-36.94,-30.56,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,1
USA,-91.47,42.11,"Joachimski, M.M.; von Bitter, P.H., Buggisch, W., 2004",NA,NA,0
USA,-90.7,41.47,"Joachimski, M.M., S. Breisig, W. Buggisch, J.A. Talent, R. Mawson, M. Gereke, J.R. Morrow, J. Day, K. Weddige, 2009",NA,NA,0
USA,-93.11,43.12,"Joachimski, M.M., S. Breisig, W. Buggisch, J.A. Talent, R. Mawson, M. Gereke, J.R. Morrow, J. Day, K. Weddige, 2009",NA,NA,0
USA,-93.06,43.1,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,0
USA,-36.94,-31.01,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,1
USA,-92.98,43.1,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,0
USA,-92,43.1,"Veizer, J., Ala, D., Azmy, K., Bruckschen, P., Buhl, D., Bruhn, F., Carden, G., Diener, A., Ebneth, S., Gobberis, Y., Jasper, T., Korte, C., Pawellek, F., Podlaha, O., and Strauss, H., 1999",NA,NA,0
USA,-92.98,43.1,"Joachimski, M.M., S. Breisig, W. Buggisch, J.A. Talent, R. Mawson, M. Gereke, J.R. Morrow, J. Day, K. Weddige, 2009",NA,NA,0
USA,92.66,42.97,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,0
USA,-92.08,38.71,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,0
USA,-90.72,41.46,"Joachimski, M.M., S. Breisig, W. Buggisch, J.A. Talent, R. Mawson, M. Gereke, J.R. Morrow, J. Day, K. Weddige, 2009",NA,NA,0
USA,-90.71,41.46,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,0
USA,-91.66,41.78,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,0
USA,-90.82,41.48,"Joachimski, M.M., S. Breisig, W. Buggisch, J.A. Talent, R. Mawson, M. Gereke, J.R. Morrow, J. Day, K. Weddige, 2009",NA,NA,0
USA,-91.07,41.43,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,0
USA,-92.07,42.3,"van Geldern, R., Joachimski, M., Day, J., Jansen, U., Alvarez, F., Yolkin, E., and Ma, X.-P., 2006",NA,NA,0
USA,-78.24,42.91,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-87.2,39.01,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-116.25,39.14,"Elrick, M., Berkyova, S., Klapper, G., Sharp, Z., Joachimski, M., and Fryda, J., 2009",NA,NA,0
USA,-83.14,40.28,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-83.79,40.88,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-85.3,38.82,"Quinton,P.C.; Kenneth G. MacLeod, 2014",NA,NA,0
USA,-83.71,38.68,"Quinton,P.C.; Kenneth G. MacLeod, 2014",NA,NA,0
USA,-82.7,40.9,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-84,41,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-82.8,41.1,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-84.2,41.1,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-84.5,39,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-89,39,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-103.24,30.16,"Albanesi, G.L., Barners, C.R., Trotter, J.A. Williams, I.S., Bergstroem, S. M., 2019",NA,NA,0
USA,-85.17,38.58,"Quinton,P.C.; Kenneth G. MacLeod, 2014",NA,NA,0
USA,-85,39,"Qing, H. and Veizer, J., 1994. Oxygen and carbon isotope composition of Ordovician brachiopods: Implications for coeval seawater. Geochim. Cosmochim. Acta, 58: 1501- 1509., 1994",NA,NA,0
USA,-83.79,38.68,"Bergmann, K.D., Finnegan, S., Creel, R., Eiler, J.M., Hughes, N.C., Popov, L.E., and Fischer, W.W., 2018",NA,NA,0
USA,-84.34,38.5,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-83.8,38.68,"Elrick, E.; D. Reardon, W. Labor, J. Martin, A. Desrochers, and M. Pope, 2013",NA,NA,0
USA,-81.6,40.7,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-84.76,39.21,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-84.1,38.85,"Quinton,P.C.; Kenneth G. MacLeod, 2014",NA,NA,0
USA,96.63,34.61,"Rosenau, N. A., Herrmann, A. D., and Leslie, S. A., 2012",NA,NA,1
USA,-91.85,43.33,"Bergmann, K.D., Finnegan, S., Creel, R., Eiler, J.M., Hughes, N.C., Popov, L.E., and Fischer, W.W., 2018",NA,NA,0
USA,-91.77,43.29,"Bergmann, K.D., Finnegan, S., Creel, R., Eiler, J.M., Hughes, N.C., Popov, L.E., and Fischer, W.W., 2018",NA,NA,0
USA,-84.49,37.98,"Shields, G.A., Carden, G.A., Veizer, J., Meidla, T., Rong, J.-Y., and Li, R.-Y., 2003",NA,NA,0
USA,-84.85,38.22,"Elrick, E.; D. Reardon, W. Labor, J. Martin, A. Desrochers, and M. Pope, 2013",NA,NA,0
USA,-84.86,38.22,"Elrick, E.; D. Reardon, W. Labor, J. Martin, A. Desrochers, and M. Pope, 2013",NA,NA,0
USA,-84.89,38.2,"Elrick, E.; D. Reardon, W. Labor, J. Martin, A. Desrochers, and M. Pope, 2013",NA,NA,0
USA,-91.77,43.29,"Quinton, P.C., Law, S., MacLeod, K.C, Herrmann, A.C., Haynes, J.T., Leslie, S., 2018",NA,NA,0
USA,-91.38,43.97,"Quinton, P.C., Law, S., MacLeod, K.C, Herrmann, A.C., Haynes, J.T., Leslie, S., 2018",NA,NA,0
USA,-86.69,36.28,"Quinton, P.C., Law, S., MacLeod, K.C, Herrmann, A.C., Haynes, J.T., Leslie, S., 2018",NA,NA,0
USA,-86.79,33.5,"Quinton, P.C., Law, S., MacLeod, K.C, Herrmann, A.C., Haynes, J.T., Leslie, S., 2018",NA,NA,0
USA,-86.58,33.88,"Quinton, P.C., Law, S., MacLeod, K.C, Herrmann, A.C., Haynes, J.T., Leslie, S., 2018",NA,NA,0
USA,-92.98,44.41,"Bergmann, K.D., Finnegan, S., Creel, R., Eiler, J.M., Hughes, N.C., Popov, L.E., and Fischer, W.W., 2018",NA,NA,0
USA,-90.57,42.67,"Bergmann, K.D., Finnegan, S., Creel, R., Eiler, J.M., Hughes, N.C., Popov, L.E., and Fischer, W.W., 2018",NA,NA,0
USA,-90.58,42.64,"Quinton, P.C., Law, S., MacLeod, K.C, Herrmann, A.C., Haynes, J.T., Leslie, S., 2018",NA,NA,0
USA,-90.2,38.69,"Shields, G.A., Carden, G.A., Veizer, J., Meidla, T., Rong, J.-Y., and Li, R.-Y., 2003",NA,NA,0
USA,-97.19,34.43,"Shields, G.A., Carden, G.A., Veizer, J., Meidla, T., Rong, J.-Y., and Li, R.-Y., 2003",NA,NA,0
USA,-86.57,33.87,"Albanesi, G.L., Barners, C.R., Trotter, J.A. Williams, I.S., Bergstroem, S. M., 2019",NA,NA,0
USA,-96.8,34.7,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-92.73,44.32,"HERRMANN AD. KENNETH G. MACLEOD. and STEPHEN A. LESLIE, 2010",NA,NA,0
USA,-86.3,35.9,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-87.4,35.6,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-86.5,35.8,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-97.2,34.11,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-103.23,30.15,"Albanesi, G.L., Barners, C.R., Trotter, J.A. Williams, I.S., Bergstroem, S. M., 2019",NA,NA,0
USA,-74.3,44.1,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-104.94,38.86,"Luz B. Y. Kolodny. and J. Kovach, 1984",NA,NA,0
USA,-103.23,30.16,"Albanesi, G.L., Barners, C.R., Trotter, J.A. Williams, I.S., Bergstroem, S. M., 2019",NA,NA,0
USA,-99.13,30.47,"Bassett, D., Macleod, K.G., Miller, J.F., and Ethington, R.L., 2007",NA,NA,0
USA,-97.2,34.5,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-106.3,41.4,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-109.3,43.9,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
USA,-111.9,41.6,"Wadleigh, M. A., and Veizer, J., 1992",NA,NA,0
Venezuela,-70.92,11.45,"Bemis, B.E., and Geary, D.H., 1996",NA,NA,0
Venezuela,-71.35,8.01,"Shenton, B. J., Grossman, E. L., Passey, B. H., Henkes, G. A., Becker, T. P., Laya, J. C., Perez-Huerta, A., Becker, S. P., and Lawson, M., 2015",NA,NA,0
